%type,%type
"File Path: ","File Path: "
%path,%path
"%store_name - Malacious File Upload Alert","%store_name - Malacious File Upload Alert"
"Malacious File Upload Alert","Malacious File Upload Alert"
"Some one trying to uploaded %type file in your Magento.","Some one trying to uploaded %type file in your Magento."
"We have successfully blocked the upload.","We have successfully blocked the upload."
"Reset your password: ","Reset your password: "
"Directories/Files Path","Directories/Files Path"
"Complete Permissions Viewer","Complete Permissions Viewer"
"Path Not Found","Path Not Found"
"Admin Login Success Logs","Admin Login Success Logs"
"Brute Force Login Attempts Log","Brute Force Login Attempts Log"
"Web Application Firewall Logs","Web Application Firewall Logs"
"Web Application Firewall","Web Application Firewall"
"WAF Configuration","WAF Configuration"
"General Settings","General Settings"
"Enable Magento Security","Enable Magento Security"
"Get Alerts about Unrecognized Admin Logins","Get Alerts about Unrecognized Admin Logins"
"Select CMS Page for Blocked IPs","Select CMS Page for Blocked IPs"
"Malicious Files Security","Malicious Files Security"
"Receive File Malicious Notification on Email Address","Receive File Malicious Notification on Email Address"
"Ex: test@webkul.com.","Ex: test@webkul.com."
"Get Notification if Any File Uploads by Magento","Get Notification if Any File Uploads by Magento"
"Prevent Uploading File With Extension(s)","Prevent Uploading File With Extension(s)"
"Ex: php,exe and Leave blank for disable this setting.","Ex: php,exe and Leave blank for disable this setting."
"Check Multi Extension","Check Multi Extension"
"Ex: demo.php.docx.txt, this will check .php and .docx extension also.","Ex: demo.php.docx.txt, this will check .php and .docx extension also."
"Enable Country Ban","Enable Country Ban"
"Ban Enable","Ban Enable"
"Geoip2 Licence Key","Geoip2 Licence Key"
"To get licence key <br/> 1. <a href=""https://www.maxmind.com/en/geolite2/signup"">Sign up free for a MaxMind account</a><br/>2. Set your password and create a <a hef=""https://www.maxmind.com/en/accounts/current/license-key"">licence key</a>","To get licence key <br/> 1. <a href=""https://www.maxmind.com/en/geolite2/signup"">Sign up free for a MaxMind account</a><br/>2. Set your password and create a <a hef=""https://www.maxmind.com/en/accounts/current/license-key"">licence key</a>"
"Library required to validate blocked countries.","Library required to validate blocked countries."
"Select Specific Countries","Select Specific Countries"
"IPs Allowed Setting","IPs Allowed Setting"
"Blacklist IP(s)","Blacklist IP(s)"
"Enter Blacklisted IP(s) to prevent login from these IPs. Add multiple Separated by (,). eg : 192.168.1.*, 101.22.*.*","Enter Blacklisted IP(s) to prevent login from these IPs. Add multiple Separated by (,). eg : 192.168.1.*, 101.22.*.*"
"Whitelist IP(s)","Whitelist IP(s)"
"Enter IP(s) which is allowed to login from these IPs. Add multiple Separated by (,). eg : 192.168.1.*, 101.22.*.*","Enter IP(s) which is allowed to login from these IPs. Add multiple Separated by (,). eg : 192.168.1.*, 101.22.*.*"
"Enable IP Dubug Log","Enable IP Dubug Log"
"Frontend Two Step Authenticaton","Frontend Two Step Authenticaton"
"Enable Google Two Factor Auth","Enable Google Two Factor Auth"
"Enable ""trust this device"" option","Enable ""trust this device"" option"
"NOTE: This option should be used in HTTPS only environments","NOTE: This option should be used in HTTPS only environments"
"Protect Against Brute-force/Proxy Login Attacks","Protect Against Brute-force/Proxy Login Attacks"
"Protection Enable","Protection Enable"
"Send Alert on Each Login Failed","Send Alert on Each Login Failed"
"Send Warning Email if Number of Login Failed","Send Warning Email if Number of Login Failed"
"Enter values: ex: 5","Enter values: ex: 5"
"Login Failed Threshold","Login Failed Threshold"
"Enter values in minutes: ex: 5","Enter values in minutes: ex: 5"
"Send warning emails to","Send warning emails to"
"All warning emails will be sent to these emails. To add multiple emails separated with (,)","All warning emails will be sent to these emails. To add multiple emails separated with (,)"
"Admin User Locked Alert","Admin User Locked Alert"
"Send alert mail when admin user is locked(Admin User Lock Setting: Advanced->Admin->Security)","Send alert mail when admin user is locked(Admin User Lock Setting: Advanced->Admin->Security)"
"Send Password Reset Request","Send Password Reset Request"
"Block sub-users account and send password reset link to all.","Block sub-users account and send password reset link to all."
AbuseIPDB,AbuseIPDB
Activate,Activate
"API Key","API Key"
"you can obtain api keys from: https://www.abuseipdb.com/account/api","you can obtain api keys from: https://www.abuseipdb.com/account/api"
"Max Days","Max Days"
"Enter number of days 1-365 to determines how far back in time we go to fetch reports.","Enter number of days 1-365 to determines how far back in time we go to fetch reports."
"Report IPs If Brute Force Attempt Detected","Report IPs If Brute Force Attempt Detected"
"Block IP Based on Abuse Confidence Score","Block IP Based on Abuse Confidence Score"
"Block IPs If Minimum Abuse Confidence Score","Block IPs If Minimum Abuse Confidence Score"
"Enter the Abuse Confidence Score between 5-100, to Reject IPs.","Enter the Abuse Confidence Score between 5-100, to Reject IPs."
"Mailbox Layer Real-Time Email Address Validation","Mailbox Layer Real-Time Email Address Validation"
"you can obtain api keys from: https://mailboxlayer.com/product","you can obtain api keys from: https://mailboxlayer.com/product"
"Enable for Customer","Enable for Customer"
"Email Sender and Templates","Email Sender and Templates"
"WAF Notification Sender","WAF Notification Sender"
"Unrecognized Admin Login Notification","Unrecognized Admin Login Notification"
"Email template chosen based on theme fallback when ""Default"" option is selected.","Email template chosen based on theme fallback when ""Default"" option is selected."
"Password Reset Notification to Sub Users","Password Reset Notification to Sub Users"
"Admin Login Failed Notification Template","Admin Login Failed Notification Template"
"Admin User Locked Notification Template","Admin User Locked Notification Template"
"New File Upload by Magento Notification","New File Upload by Magento Notification"
"Malacious File Upload by Magento Notification","Malacious File Upload by Magento Notification"
"General Information","General Information"
"Is Unknown IP Address","Is Unknown IP Address"
ID,ID
"Login Email","Login Email"
"IP Address","IP Address"
City,City
Region/State,Region/State
Country,Country
Latitude,Latitude
Longitude,Longitude
"Used Device","Used Device"
OS,OS
Browser,Browser
"Last Login At","Last Login At"
"Reported Unknown Ip","Reported Unknown Ip"
"Used Username","Used Username"
"Used Password","Used Password"
"Client IP","Client IP"
Url,Url
"Referer Url","Referer Url"
